Landmark,X,Y
61,221,435
146,216,437
91,210,441
181,203,448
84,198,458
17,197,471
314,198,486
405,204,500
321,211,510
375,218,516
291,223,520
185,223,436
40,225,439
39,227,444
37,228,452
0,225,464
267,229,477
269,228,493
270,226,504
409,225,513
78,221,438
95,220,443
88,219,447
178,217,452
87,216,459
14,215,468
317,216,480
402,218,491
318,220,501
324,221,508
308,222,516
191,220,443
80,218,447
81,217,452
82,216,459
13,215,467
312,216,479
311,218,490
310,220,500
415,221,508
