Landmark,X,Y
61,171,472
146,165,479
91,159,489
181,152,502
84,148,516
17,149,532
314,152,543
405,160,552
321,169,557
375,177,559
291,183,561
185,171,480
40,172,490
39,173,503
37,176,518
0,175,533
267,180,543
269,182,551
270,182,555
409,183,558
78,170,476
95,168,485
88,168,494
178,167,505
87,166,518
14,167,530
317,170,539
402,173,545
318,176,550
324,178,554
308,181,558
191,168,485
80,167,494
81,167,505
82,166,518
13,167,531
312,170,539
311,173,545
310,175,550
415,178,554
