Landmark,X,Y
61,176,501
146,170,508
91,162,518
181,153,531
84,148,546
17,147,561
314,150,573
405,157,581
321,165,586
375,172,588
291,178,591
185,176,510
40,175,522
39,175,536
37,176,554
0,173,569
267,177,579
269,178,585
270,178,588
409,178,590
78,174,506
95,172,515
88,170,525
178,167,537
87,165,550
14,165,563
317,167,571
402,169,577
318,171,581
324,173,584
308,176,588
191,172,515
80,170,525
81,168,538
82,166,551
13,166,564
312,167,572
311,169,577
310,171,581
415,173,584
