Landmark,X,Y
61,308,531
146,310,533
91,312,534
181,317,535
84,323,535
17,330,534
314,338,532
405,344,529
321,349,525
375,352,523
291,354,521
185,307,527
40,307,521
39,310,514
37,316,506
0,323,505
267,332,502
269,342,506
270,349,512
409,353,517
78,311,529
95,313,527
88,315,525
178,318,523
87,322,521
14,327,519
317,333,518
402,339,518
318,344,519
324,347,520
308,351,521
191,313,527
80,315,524
81,317,522
82,321,519
13,327,518
312,333,516
311,339,517
310,343,518
415,347,519
