Landmark,X,Y
61,207,468
146,201,473
91,193,481
181,183,491
84,175,504
17,171,520
314,171,532
405,175,543
321,182,551
375,188,555
291,194,559
185,207,474
40,206,484
39,206,496
37,206,512
0,201,527
267,202,539
269,199,548
270,197,553
409,195,557
78,206,472
95,203,480
88,200,488
178,196,498
87,193,510
14,190,523
317,189,532
402,190,540
318,191,546
324,192,550
308,193,556
191,203,479
80,199,488
81,196,498
82,193,510
13,190,523
312,189,532
311,190,540
310,191,545
415,191,550
