Landmark,X,Y
61,180,438
146,174,445
91,166,454
181,158,467
84,152,482
17,152,498
314,156,512
405,163,524
321,173,532
375,182,537
291,189,541
185,179,446
40,179,456
39,179,467
37,181,482
0,179,497
267,183,511
269,184,522
270,186,529
409,187,535
78,178,442
95,176,452
88,174,460
178,173,470
87,172,483
14,171,496
317,174,508
402,177,517
318,180,524
324,183,530
308,186,537
191,176,452
80,174,460
81,173,471
82,172,483
13,172,497
312,174,508
311,177,517
310,180,525
415,183,530
