Landmark,X,Y
61,384,530
146,389,527
91,395,524
181,403,519
84,409,513
17,411,505
314,410,497
405,406,490
321,400,485
375,395,482
291,390,479
185,383,527
40,382,523
39,381,518
37,380,510
0,384,502
267,382,494
269,384,488
270,386,484
409,388,481
78,385,527
95,387,524
88,389,520
178,391,515
87,393,510
14,395,503
317,395,497
402,394,492
318,392,488
324,391,485
308,390,481
191,387,524
80,388,520
81,390,516
82,392,510
13,393,504
312,393,497
311,392,492
310,392,488
415,391,485
