Landmark,X,Y
61,407,567
146,413,562
91,419,556
181,427,547
84,433,538
17,436,529
314,434,523
405,430,519
321,424,517
375,421,517
291,418,516
185,406,559
40,406,549
39,406,538
37,405,525
0,408,516
267,408,510
269,410,509
270,413,510
409,415,513
78,408,563
95,411,558
88,413,551
178,415,542
87,417,533
14,419,526
317,419,522
402,419,520
318,418,519
324,418,519
308,417,519
191,409,557
80,411,550
81,414,542
82,416,533
13,418,525
312,419,521
311,418,519
310,417,518
415,417,518
