Landmark,X,Y
61,209,443
146,205,448
91,201,454
181,195,464
84,191,476
17,192,489
314,195,502
405,201,511
321,209,518
375,216,521
291,221,524
185,212,447
40,214,453
39,218,461
37,222,473
0,222,485
267,226,496
269,224,507
270,223,514
409,222,519
78,210,447
95,210,453
88,210,459
178,210,467
87,210,476
14,210,486
317,213,495
402,215,503
318,217,509
324,218,514
308,220,520
191,210,453
80,211,459
81,211,467
82,212,476
13,213,486
312,215,495
311,216,503
310,217,509
415,218,514
