Landmark,X,Y
61,437,527
146,441,523
91,445,517
181,450,508
84,454,498
17,455,489
314,454,481
405,451,475
321,446,470
375,443,468
291,440,467
185,433,522
40,430,515
39,426,506
37,423,494
0,425,483
267,425,475
269,429,469
270,433,466
409,437,465
78,437,524
95,437,518
88,437,512
178,438,504
87,439,496
14,439,488
317,439,482
402,439,477
318,439,474
324,439,472
308,439,470
191,437,518
80,437,512
81,437,505
82,438,496
13,438,488
312,439,481
311,439,477
310,439,474
415,439,472
