Landmark,X,Y
61,207,467
146,200,473
91,192,481
181,182,492
84,174,505
17,170,521
314,170,534
405,174,544
321,180,551
375,186,555
291,192,558
185,206,474
40,205,485
39,205,498
37,204,515
0,199,530
267,201,541
269,198,550
270,196,554
409,194,557
78,205,471
95,202,479
88,199,488
178,195,499
87,192,512
14,188,525
317,188,534
402,189,541
318,189,546
324,190,550
308,191,555
191,202,479
80,199,488
81,195,499
82,192,512
13,189,525
312,188,534
311,189,541
310,189,546
415,190,550
