Landmark,X,Y
61,200,488
146,195,490
91,189,493
181,181,499
84,175,508
17,173,521
314,173,534
405,178,545
321,184,554
375,191,558
291,196,560
185,202,490
40,202,494
39,202,499
37,202,507
0,197,518
267,200,531
269,199,542
270,198,550
409,198,556
78,199,491
95,197,496
88,195,499
178,193,504
87,191,511
14,189,520
317,189,530
402,191,539
318,192,546
324,193,551
308,195,557
191,198,496
80,196,499
81,193,504
82,190,511
13,188,519
312,189,529
311,191,538
310,193,545
415,194,551
