Landmark,X,Y
61,214,440
146,209,443
91,203,448
181,196,456
84,191,468
17,189,481
314,189,494
405,194,505
321,201,513
375,207,518
291,212,521
185,216,444
40,219,450
39,222,458
37,225,471
0,223,483
267,224,495
269,221,506
270,217,513
409,214,518
78,213,444
95,213,450
88,212,456
178,211,463
87,210,472
14,209,482
317,209,492
402,210,500
318,211,506
324,211,511
308,211,517
191,212,451
80,212,456
81,212,463
82,211,472
13,210,482
312,210,491
311,211,499
310,211,505
415,211,510
