Landmark,X,Y
61,225,412
146,219,419
91,212,427
181,204,439
84,198,453
17,196,470
314,198,485
405,204,499
321,212,508
375,219,515
291,224,520
185,226,418
40,226,427
39,228,438
37,230,454
0,227,470
267,230,484
269,228,498
270,226,507
409,225,514
78,224,416
95,222,425
88,220,433
178,218,443
87,216,455
14,215,469
317,216,482
402,218,492
318,220,501
324,221,507
308,223,515
191,222,425
80,220,433
81,218,444
82,217,456
13,216,469
312,217,481
311,218,492
310,220,501
415,221,507
