Landmark,X,Y
61,155,468
146,150,475
91,144,483
181,138,495
84,134,510
17,136,525
314,143,537
405,153,545
321,164,550
375,174,552
291,181,554
185,156,475
40,157,483
39,159,492
37,163,505
0,164,520
267,171,531
269,174,540
270,176,546
409,179,550
78,155,473
95,154,481
88,153,488
178,153,497
87,153,508
14,155,521
317,159,530
402,165,537
318,169,542
324,173,546
308,178,551
191,154,481
80,153,488
81,153,497
82,153,508
13,155,521
312,160,530
311,164,537
310,169,542
415,173,546
