Landmark,X,Y
61,408,508
146,409,505
91,410,500
181,410,493
84,409,484
17,405,476
314,400,469
405,394,464
321,388,461
375,384,459
291,381,458
185,402,508
40,395,506
39,386,503
37,375,497
0,372,489
267,366,482
269,367,473
270,371,466
409,376,461
78,406,505
95,403,502
88,400,499
178,396,494
87,393,488
14,389,482
317,386,477
402,384,472
318,383,468
324,382,465
308,381,461
191,402,502
80,398,499
81,394,495
82,389,490
13,385,484
312,383,478
311,381,473
310,381,469
415,381,465
