Landmark,X,Y
61,178,486
146,173,492
91,167,499
181,159,510
84,154,522
17,153,536
314,155,546
405,161,553
321,169,558
375,175,560
291,180,562
185,178,493
40,178,502
39,179,514
37,181,528
0,179,540
267,182,550
269,182,555
270,182,558
409,181,560
78,177,490
95,176,498
88,174,505
178,172,515
87,171,526
14,170,537
317,171,544
402,173,549
318,175,552
324,177,555
308,179,559
191,176,498
80,174,505
81,173,515
82,172,526
13,172,537
312,173,544
311,175,549
310,176,552
415,177,555
