Landmark,X,Y
61,216,415
146,209,422
91,201,430
181,192,442
84,185,457
17,183,473
314,185,488
405,192,501
321,202,511
375,210,517
291,218,522
185,216,422
40,216,431
39,217,443
37,219,459
0,216,474
267,219,489
269,218,501
270,217,509
409,217,516
78,215,420
95,212,429
88,210,437
178,208,447
87,206,459
14,205,473
317,206,485
402,208,495
318,211,503
324,213,510
308,216,517
191,212,429
80,210,437
81,208,447
82,206,460
13,205,473
312,206,485
311,208,495
310,210,503
415,213,510
