Landmark,X,Y
61,169,507
146,164,515
91,157,525
181,149,539
84,144,554
17,144,570
314,148,581
405,155,589
321,163,593
375,170,595
291,176,597
185,169,516
40,169,528
39,170,542
37,171,560
0,170,575
267,175,586
269,176,592
270,176,594
409,176,596
78,168,512
95,166,522
88,165,532
178,163,544
87,162,557
14,162,570
317,164,578
402,167,584
318,170,588
324,171,591
308,174,594
191,166,522
80,165,532
81,163,544
82,162,558
13,163,571
312,164,579
311,167,584
310,169,588
415,171,591
