Landmark,X,Y
61,176,442
146,169,450
91,161,459
181,152,471
84,147,486
17,146,503
314,150,517
405,158,528
321,170,536
375,179,540
291,188,545
185,175,450
40,174,460
39,174,472
37,176,488
0,174,504
267,179,517
269,181,527
270,183,534
409,185,539
78,174,447
95,171,456
88,169,464
178,167,476
87,166,488
14,165,503
317,168,514
402,172,522
318,176,529
324,180,534
308,185,541
191,171,456
80,169,465
81,167,476
82,166,488
13,166,503
312,168,513
311,172,522
310,176,529
415,180,534
