Landmark,X,Y
61,161,492
146,155,496
91,146,502
181,136,512
84,126,526
17,122,543
314,122,559
405,127,573
321,134,583
375,141,588
291,146,592
185,160,499
40,157,508
39,153,519
37,150,534
0,144,550
267,146,565
269,146,575
270,147,582
409,147,588
78,159,497
95,155,504
88,151,511
178,146,521
87,141,533
14,137,547
317,138,559
402,139,569
318,142,576
324,143,582
308,145,588
191,155,504
80,151,512
81,147,521
82,142,533
13,138,547
312,139,558
311,140,568
310,142,575
415,144,581
