Landmark,X,Y
61,223,417
146,216,423
91,208,432
181,199,444
84,193,458
17,192,474
314,194,489
405,200,501
321,209,511
375,216,517
291,223,522
185,223,424
40,223,433
39,224,444
37,226,460
0,223,475
267,226,489
269,225,502
270,223,510
409,223,517
78,221,421
95,219,430
88,217,438
178,215,448
87,213,460
14,212,474
317,213,486
402,215,496
318,217,504
324,219,510
308,221,518
191,219,430
80,217,438
81,215,449
82,213,461
13,212,474
312,213,486
311,215,496
310,217,504
415,219,511
