Landmark,X,Y
61,240,351
146,235,357
91,230,365
181,224,377
84,220,392
17,219,409
314,221,426
405,225,440
321,233,450
375,239,457
291,245,462
185,242,357
40,244,365
39,246,377
37,249,393
0,247,410
267,250,426
269,249,440
270,248,450
409,247,457
78,240,356
95,239,365
88,238,373
178,237,383
87,237,396
14,237,410
317,238,423
402,240,433
318,241,442
324,243,449
308,244,457
191,239,365
80,238,373
81,238,383
82,237,395
13,237,409
312,238,422
311,240,433
310,242,442
415,243,449
