Landmark,X,Y
61,229,431
146,224,434
91,217,441
181,209,452
84,202,466
17,198,482
314,197,494
405,200,504
321,204,513
375,208,517
291,212,520
185,229,441
40,228,453
39,227,468
37,225,487
0,220,500
267,220,511
269,218,517
270,216,519
409,214,520
78,227,436
95,225,444
88,222,452
178,218,464
87,215,477
14,212,490
317,211,498
402,211,504
318,211,509
324,212,512
308,212,516
191,225,445
80,223,453
81,220,465
82,216,478
13,213,491
312,212,499
311,212,505
310,213,509
415,213,512
