Landmark,X,Y
61,232,439
146,227,443
91,222,448
181,215,458
84,211,469
17,210,483
314,212,496
405,218,506
321,225,514
375,231,518
291,236,521
185,234,443
40,237,449
39,240,457
37,245,469
0,243,481
267,246,492
269,243,503
270,240,511
409,238,517
78,232,443
95,232,449
88,232,455
178,231,462
87,231,471
14,231,481
317,232,491
402,233,499
318,234,505
324,235,510
308,236,517
191,232,450
80,232,455
81,232,463
82,232,471
13,232,481
312,233,491
311,234,498
310,235,505
415,235,510
