Landmark,X,Y
61,165,501
146,160,508
91,153,519
181,145,533
84,141,549
17,142,564
314,146,576
405,153,584
321,162,588
375,170,589
291,176,591
185,165,510
40,166,523
39,167,536
37,169,554
0,168,569
267,173,579
269,175,585
270,175,587
409,176,589
78,164,506
95,162,515
88,161,525
178,160,538
87,160,551
14,160,564
317,163,572
402,166,578
318,169,581
324,171,584
308,173,588
191,163,516
80,162,526
81,161,538
82,160,552
13,161,565
312,163,573
311,166,578
310,168,582
415,170,584
