Landmark,X,Y
61,435,536
146,439,532
91,445,524
181,451,514
84,456,503
17,458,492
314,457,485
405,454,480
321,449,477
375,446,476
291,444,475
185,433,529
40,432,518
39,430,506
37,429,490
0,432,480
267,432,473
269,435,469
270,439,470
409,441,472
78,436,532
95,437,526
88,438,518
178,440,508
87,442,498
14,443,490
317,444,485
402,444,482
318,443,480
324,443,479
308,443,478
191,436,526
80,437,518
81,439,508
82,441,498
13,442,489
312,443,484
311,443,481
310,443,480
415,442,479
