Landmark,X,Y
61,191,467
146,185,472
91,177,480
181,169,490
84,164,502
17,163,515
314,165,528
405,172,539
321,181,546
375,188,551
291,195,555
185,191,472
40,191,479
39,192,488
37,194,501
0,191,514
267,195,526
269,194,538
270,194,545
409,195,551
78,189,471
95,187,478
88,185,484
178,184,493
87,182,503
14,182,514
317,183,524
402,186,533
318,188,539
324,190,545
308,193,551
191,187,478
80,185,485
81,184,493
82,182,503
13,182,514
312,183,525
311,185,533
310,188,540
415,190,545
