Landmark,X,Y
61,173,456
146,167,464
91,160,473
181,152,486
84,147,501
17,147,517
314,152,531
405,161,541
321,173,548
375,183,552
291,191,556
185,173,464
40,173,474
39,173,485
37,176,501
0,175,517
267,181,529
269,183,539
270,186,545
409,188,550
78,172,461
95,170,470
88,168,479
178,167,490
87,166,502
14,166,516
317,170,526
402,174,534
318,179,541
324,183,546
308,187,552
191,170,470
80,168,479
81,167,490
82,166,502
13,167,516
312,170,526
311,174,534
310,178,541
415,182,546
