Landmark,X,Y
61,246,428
146,241,433
91,236,440
181,229,450
84,223,462
17,221,476
314,221,488
405,225,498
321,229,505
375,233,510
291,237,514
185,248,434
40,249,443
39,250,455
37,250,472
0,247,486
267,248,498
269,246,507
270,243,512
409,240,514
78,245,433
95,244,440
88,242,447
178,240,457
87,237,468
14,235,480
317,235,489
402,235,496
318,236,502
324,236,505
308,237,510
191,244,440
80,243,448
81,241,457
82,239,469
13,238,481
312,237,490
311,237,497
310,237,502
415,237,505
