Landmark,X,Y
61,267,465
146,261,470
91,253,476
181,243,486
84,236,498
17,233,510
314,236,522
405,242,531
321,252,538
375,259,541
291,264,543
185,272,470
40,277,477
39,282,487
37,287,501
0,284,514
267,286,526
269,280,535
270,274,540
409,269,542
78,267,470
95,266,476
88,264,483
178,262,491
87,260,501
14,259,511
317,260,520
402,262,527
318,263,532
324,263,535
308,264,539
191,267,476
80,267,482
81,268,491
82,267,501
13,267,511
312,266,519
311,266,526
310,265,531
415,265,534
