Landmark,X,Y
61,231,324
146,227,325
91,223,328
181,219,335
84,217,344
17,219,356
314,223,372
405,230,388
321,238,402
375,245,412
291,250,419
185,234,323
40,238,325
39,242,328
37,247,336
0,247,348
267,252,362
269,252,382
270,251,397
409,251,410
78,232,328
95,233,331
88,233,335
178,234,339
87,235,345
14,236,353
317,240,367
402,243,381
318,245,394
324,247,405
308,249,414
191,233,332
80,234,336
81,235,340
82,236,346
13,237,354
312,240,367
311,243,381
310,245,394
415,247,405
