Landmark,X,Y
61,209,413
146,204,417
91,197,422
181,188,431
84,181,443
17,179,457
314,179,474
405,184,490
321,191,502
375,198,511
291,203,517
185,211,416
40,212,422
39,213,429
37,214,440
0,211,454
267,213,469
269,210,486
270,207,499
409,205,509
78,209,417
95,207,423
88,206,429
178,204,436
87,202,445
14,200,456
317,200,470
402,201,483
318,201,494
324,202,503
308,202,512
191,207,424
80,206,429
81,204,437
82,202,446
13,200,456
312,201,470
311,201,482
310,201,494
415,201,503
