Landmark,X,Y
61,187,495
146,178,501
91,167,510
181,154,522
84,143,538
17,138,555
314,138,569
405,142,581
321,150,590
375,157,596
291,163,601
185,184,506
40,179,519
39,175,535
37,171,554
0,164,570
267,165,584
269,164,591
270,164,595
409,163,599
78,184,500
95,179,510
88,174,520
178,168,533
87,162,548
14,158,562
317,157,573
402,158,580
318,159,586
324,160,591
308,161,597
191,179,510
80,174,521
81,168,534
82,163,549
13,158,563
312,157,573
311,158,581
310,159,587
415,160,591
