Landmark,X,Y
61,423,616
146,427,612
91,431,607
181,437,599
84,441,588
17,444,576
314,446,564
405,445,554
321,443,545
375,441,539
291,439,535
185,423,611
40,422,605
39,422,597
37,422,585
0,426,572
267,427,560
269,431,549
270,434,543
409,437,538
78,424,612
95,426,606
88,427,600
178,429,593
87,432,584
14,434,574
317,435,565
402,436,557
318,437,550
324,437,545
308,438,540
191,426,606
80,427,600
81,429,593
82,431,584
13,433,574
312,435,564
311,436,556
310,437,550
415,437,545
