Landmark,X,Y
61,150,464
146,147,472
91,142,481
181,137,493
84,136,507
17,140,521
314,148,532
405,158,539
321,170,543
375,180,544
291,188,545
185,152,471
40,154,478
39,157,486
37,163,498
0,166,512
267,174,521
269,178,530
270,182,536
409,185,541
78,151,469
95,151,477
88,152,483
178,153,492
87,154,503
14,158,514
317,164,523
402,169,529
318,175,534
324,179,538
308,185,542
191,151,477
80,151,483
81,153,492
82,155,503
13,158,514
312,164,522
311,169,529
310,175,534
415,179,538
