Landmark,X,Y
61,201,470
146,195,474
91,188,481
181,180,491
84,173,505
17,170,521
314,170,535
405,173,546
321,179,554
375,185,559
291,189,562
185,200,477
40,200,486
39,199,497
37,199,512
0,194,526
267,196,539
269,194,548
270,193,554
409,191,559
78,199,474
95,197,481
88,194,489
178,191,499
87,188,511
14,186,523
317,186,534
402,186,542
318,187,548
324,188,552
308,189,558
191,197,482
80,194,489
81,191,500
82,188,511
13,186,523
312,186,533
311,187,541
310,187,547
415,188,552
