Landmark,X,Y
61,253,412
146,250,417
91,247,423
181,243,433
84,241,446
17,242,461
314,244,476
405,249,489
321,254,499
375,259,505
291,263,509
185,256,415
40,260,421
39,266,430
37,271,443
0,270,457
267,274,471
269,272,486
270,269,496
409,266,504
78,253,416
95,255,423
88,256,429
178,257,437
87,258,447
14,259,459
317,260,470
402,262,481
318,262,490
324,262,497
308,263,505
191,255,423
80,256,429
81,257,437
82,258,447
13,259,459
312,261,470
311,262,481
310,262,490
415,262,497
