Landmark,X,Y
61,216,450
146,211,454
91,205,460
181,199,469
84,192,480
17,190,493
314,193,504
405,199,514
321,206,520
375,212,522
291,218,524
185,217,453
40,218,458
39,217,465
37,218,476
0,215,489
267,219,501
269,220,511
270,220,517
409,219,521
78,215,454
95,213,460
88,211,465
178,208,472
87,205,480
14,204,491
317,206,500
402,209,507
318,212,513
324,214,516
308,216,519
191,214,460
80,212,466
81,209,472
82,207,480
13,205,491
312,207,499
311,210,507
310,213,512
415,215,515
