Landmark,X,Y
61,219,422
146,212,429
91,203,437
181,192,449
84,185,463
17,182,480
314,183,495
405,189,508
321,199,517
375,207,523
291,213,528
185,218,430
40,218,440
39,218,452
37,219,469
0,216,485
267,218,499
269,216,510
270,215,518
409,214,523
78,217,427
95,214,436
88,211,445
178,209,456
87,206,468
14,204,482
317,204,494
402,206,503
318,208,510
324,210,516
308,212,523
191,214,436
80,211,445
81,209,456
82,206,468
13,204,482
312,205,494
311,206,503
310,208,511
415,209,516
