Landmark,X,Y
61,205,473
146,199,479
91,191,487
181,181,498
84,173,511
17,170,526
314,170,538
405,174,548
321,181,555
375,187,559
291,192,562
185,205,480
40,204,490
39,204,503
37,204,519
0,199,533
267,201,545
269,198,553
270,196,557
409,194,560
78,204,477
95,201,485
88,198,494
178,194,504
87,191,516
14,188,529
317,188,538
402,189,545
318,189,550
324,190,554
308,191,559
191,201,485
80,198,494
81,194,504
82,191,516
13,188,529
312,188,538
311,189,545
310,189,550
415,190,554
