Landmark,X,Y
61,258,420
146,255,426
91,251,434
181,247,445
84,244,459
17,244,474
314,246,488
405,250,501
321,256,511
375,260,517
291,264,521
185,261,425
40,265,433
39,269,442
37,274,457
0,272,472
267,276,486
269,273,500
270,269,509
409,266,516
78,258,425
95,259,433
88,260,440
178,260,449
87,261,460
14,261,472
317,262,484
402,263,494
318,263,503
324,263,509
308,263,517
191,259,433
80,260,440
81,260,449
82,261,460
13,261,472
312,262,484
311,263,494
310,263,503
415,263,509
