Landmark,X,Y
61,222,427
146,215,433
91,206,442
181,196,453
84,188,467
17,185,483
314,187,498
405,193,510
321,201,520
375,209,526
291,216,532
185,222,434
40,221,444
39,220,456
37,220,471
0,216,487
267,219,501
269,217,512
270,216,520
409,216,526
78,220,431
95,217,440
88,214,448
178,211,459
87,208,471
14,206,484
317,207,496
402,208,506
318,210,514
324,212,520
308,214,527
191,217,440
80,214,449
81,211,459
82,209,471
13,206,485
312,207,496
311,208,506
310,210,514
415,211,520
