Landmark,X,Y
61,228,440
146,223,443
91,216,449
181,209,458
84,204,469
17,203,482
314,205,495
405,210,505
321,218,513
375,225,517
291,230,519
185,230,445
40,233,451
39,236,459
37,239,471
0,237,483
267,239,494
269,237,504
270,234,510
409,232,516
78,228,444
95,228,450
88,228,456
178,228,463
87,227,472
14,226,482
317,227,491
402,229,499
318,229,505
324,229,510
308,229,516
191,228,451
80,228,457
81,228,464
82,228,473
13,227,482
312,228,491
311,229,499
310,229,505
415,229,509
