Landmark,X,Y
61,139,497
146,133,499
91,124,503
181,113,512
84,105,525
17,103,540
314,105,556
405,112,569
321,120,576
375,128,579
291,134,580
185,140,501
40,139,508
39,138,516
37,136,529
0,132,543
267,135,556
269,135,568
270,136,573
409,136,578
78,137,502
95,134,508
88,131,514
178,127,521
87,124,530
14,122,541
317,123,552
402,125,560
318,127,566
324,130,570
308,132,575
191,135,509
80,132,514
81,128,522
82,124,531
13,122,541
312,123,552
311,125,560
310,128,565
415,131,570
