Landmark,X,Y
61,177,489
146,170,494
91,162,501
181,154,512
84,149,524
17,147,538
314,149,550
405,155,559
321,162,565
375,168,568
291,173,571
185,176,496
40,175,505
39,174,516
37,173,530
0,170,543
267,173,554
269,173,561
270,173,566
409,173,568
78,175,492
95,172,500
88,169,508
178,166,517
87,164,528
14,163,539
317,164,547
402,166,554
318,168,559
324,170,562
308,171,567
191,172,501
80,170,509
81,167,518
82,165,529
13,164,540
312,165,549
311,166,555
310,168,560
415,169,563
