Landmark,X,Y
61,404,488
146,408,484
91,413,479
181,420,472
84,424,463
17,426,453
314,425,447
405,421,443
321,415,441
375,411,441
291,408,441
185,402,482
40,401,474
39,399,465
37,397,453
0,399,445
267,399,439
269,402,436
270,405,437
409,406,439
78,405,484
95,406,479
88,407,473
178,409,466
87,411,458
14,412,452
317,412,448
402,411,446
318,410,445
324,409,444
308,408,444
191,405,478
80,407,472
81,408,465
82,409,458
13,409,451
312,410,448
311,409,446
310,409,445
415,408,444
