Landmark,X,Y
61,178,522
146,173,528
91,167,536
181,160,547
84,156,559
17,155,570
314,156,577
405,161,582
321,165,584
375,169,584
291,172,585
185,178,530
40,178,541
39,178,554
37,179,568
0,177,577
267,179,584
269,179,587
270,177,587
409,175,586
78,177,525
95,175,532
88,174,541
178,172,551
87,170,561
14,169,571
317,170,576
402,171,579
318,171,580
324,172,581
308,172,582
191,175,532
80,174,541
81,172,552
82,171,562
13,170,571
312,171,576
311,171,579
310,172,581
415,172,581
