Landmark,X,Y
61,174,460
146,168,466
91,162,474
181,154,484
84,149,497
17,149,512
314,152,525
405,160,534
321,169,541
375,177,545
291,184,549
185,173,467
40,173,475
39,173,485
37,175,499
0,173,513
267,177,525
269,179,534
270,180,540
409,182,544
78,172,464
95,171,472
88,169,479
178,167,488
87,166,499
14,165,512
317,168,521
402,172,529
318,175,535
324,178,539
308,181,545
191,170,472
80,169,479
81,167,489
82,166,500
13,166,512
312,169,522
311,172,529
310,175,535
415,177,540
