Landmark,X,Y
61,208,467
146,201,473
91,193,480
181,182,491
84,174,505
17,170,520
314,170,533
405,174,545
321,182,553
375,188,558
291,193,562
185,207,474
40,206,484
39,206,496
37,205,512
0,200,526
267,201,539
269,199,549
270,197,554
409,195,559
78,206,471
95,203,479
88,200,487
178,196,497
87,192,510
14,189,523
317,189,533
402,189,541
318,190,547
324,191,552
308,192,558
191,203,479
80,199,487
81,196,498
82,192,510
13,189,523
312,189,533
311,189,541
310,190,547
415,191,552
