Landmark,X,Y
61,199,431
146,193,435
91,185,440
181,176,449
84,169,461
17,166,476
314,166,492
405,170,507
321,177,520
375,184,528
291,189,534
185,200,435
40,200,442
39,201,450
37,201,463
0,197,476
267,199,491
269,196,507
270,193,518
409,191,527
78,198,435
95,196,442
88,194,447
178,192,455
87,190,465
14,188,477
317,188,490
402,188,502
318,188,513
324,188,521
308,189,529
191,196,442
80,194,448
81,192,456
82,190,466
13,188,477
312,188,490
311,188,502
310,188,513
415,188,521
