Landmark,X,Y
61,409,469
146,413,467
91,419,463
181,425,457
84,429,448
17,429,440
314,427,434
405,421,430
321,414,429
375,410,430
291,406,431
185,404,465
40,398,460
39,391,453
37,382,442
0,383,434
267,383,428
269,389,425
270,396,426
409,402,428
78,409,466
95,408,461
88,408,457
178,407,451
87,407,445
14,407,439
317,407,436
402,406,435
318,406,435
324,406,434
308,406,434
191,407,461
80,406,456
81,404,450
82,402,444
13,401,438
312,402,435
311,403,434
310,404,434
415,405,434
