Landmark,X,Y
61,200,455
146,195,459
91,189,465
181,183,474
84,179,484
17,179,496
314,182,505
405,189,513
321,196,518
375,202,521
291,207,523
185,203,460
40,205,467
39,208,476
37,211,489
0,211,500
267,214,509
269,214,516
270,212,520
409,210,522
78,200,460
95,198,466
88,197,471
178,195,479
87,195,488
14,195,497
317,197,504
402,199,509
318,202,512
324,204,515
308,206,519
191,200,466
80,200,472
81,200,480
82,201,488
13,202,497
312,203,504
311,204,509
310,205,513
415,206,516
