Landmark,X,Y
61,160,465
146,155,472
91,149,481
181,143,493
84,139,507
17,141,522
314,146,534
405,155,542
321,165,547
375,174,551
291,182,554
185,161,472
40,161,481
39,163,491
37,166,505
0,166,519
267,172,530
269,175,539
270,177,545
409,179,549
78,159,469
95,158,478
88,158,485
178,157,495
87,157,506
14,158,518
317,162,528
402,167,535
318,171,541
324,174,545
308,179,550
191,158,477
80,157,485
81,157,495
82,157,506
13,159,519
312,163,528
311,167,535
310,171,541
415,174,545
