Landmark,X,Y
61,233,512
146,231,514
91,228,517
181,225,520
84,222,526
17,221,532
314,221,539
405,223,545
321,225,551
375,227,554
291,229,557
185,234,514
40,234,517
39,235,520
37,235,526
0,233,532
267,234,540
269,232,547
270,231,551
409,230,555
78,233,514
95,232,517
88,231,520
178,230,523
87,229,527
14,229,532
317,229,538
402,229,544
318,229,548
324,229,551
308,229,555
191,232,517
80,231,519
81,231,523
82,229,527
13,229,532
312,229,539
311,229,544
310,229,548
415,229,551
