Landmark,X,Y
61,216,496
146,213,499
91,210,504
181,205,511
84,201,520
17,200,530
314,201,540
405,204,547
321,208,553
375,211,556
291,214,558
185,217,499
40,218,504
39,220,511
37,221,521
0,219,531
267,221,541
269,219,549
270,217,553
409,216,556
78,215,499
95,215,504
88,214,509
178,213,515
87,212,522
14,211,530
317,211,538
402,212,544
318,213,548
324,213,551
308,214,554
191,215,504
80,214,509
81,213,515
82,212,522
13,211,530
312,211,537
311,212,543
310,213,548
415,214,551
