Landmark,X,Y
61,179,513
146,175,519
91,169,527
181,163,538
84,158,550
17,157,562
314,158,570
405,163,575
321,168,578
375,173,579
291,176,580
185,180,520
40,180,531
39,180,544
37,182,558
0,180,569
267,182,576
269,182,580
270,180,581
409,178,581
78,178,516
95,177,524
88,176,532
178,174,542
87,172,553
14,171,563
317,172,569
402,173,572
318,175,575
324,176,576
308,176,578
191,177,524
80,176,532
81,174,543
82,173,554
13,172,564
312,173,569
311,174,572
310,175,575
415,175,576
