Landmark,X,Y
61,180,486
146,171,491
91,160,499
181,148,511
84,138,527
17,133,545
314,133,560
405,139,572
321,147,580
375,153,585
291,159,589
185,178,496
40,174,508
39,170,524
37,167,543
0,161,558
267,162,572
269,162,580
270,161,584
409,160,586
78,177,491
95,172,500
88,168,510
178,162,522
87,157,536
14,153,551
317,153,561
402,154,569
318,156,575
324,157,579
308,158,584
191,172,501
80,168,511
81,163,523
82,158,537
13,154,552
312,154,562
311,155,569
310,156,575
415,156,579
