Landmark,X,Y
61,206,448
146,202,453
91,198,459
181,193,469
84,190,480
17,189,491
314,190,500
405,194,507
321,199,511
375,203,513
291,206,514
185,210,453
40,213,461
39,217,470
37,222,484
0,221,495
267,222,503
269,219,510
270,214,513
409,210,514
78,206,452
95,206,459
88,206,465
178,206,474
87,206,483
14,206,493
317,206,499
402,207,503
318,207,506
324,207,508
308,207,511
191,207,458
80,207,465
81,208,473
82,208,483
13,209,492
312,209,498
311,209,502
310,208,505
415,208,508
