Landmark,X,Y
61,219,410
146,212,417
91,204,426
181,194,438
84,187,453
17,185,470
314,187,485
405,194,498
321,203,507
375,212,513
291,219,518
185,219,417
40,219,427
39,220,439
37,222,455
0,219,471
267,222,486
269,220,498
270,219,507
409,219,513
78,217,414
95,215,424
88,213,432
178,210,443
87,208,456
14,207,470
317,208,482
402,210,492
318,212,500
324,215,506
308,217,514
191,215,423
80,213,432
81,211,443
82,209,456
13,207,470
312,209,482
311,210,492
310,212,500
415,214,506
