Landmark,X,Y
61,202,479
146,195,484
91,188,491
181,179,501
84,172,513
17,169,527
314,169,539
405,174,549
321,181,557
375,187,561
291,192,565
185,202,486
40,201,494
39,201,504
37,201,518
0,197,531
267,198,543
269,196,552
270,195,557
409,193,561
78,200,483
95,197,491
88,195,498
178,192,507
87,190,517
14,188,528
317,188,538
402,188,545
318,189,551
324,190,555
308,191,561
191,198,490
80,195,497
81,193,507
82,190,517
13,188,529
312,188,538
311,188,545
310,189,551
415,190,555
