Landmark,X,Y
61,216,510
146,212,512
91,208,515
181,202,521
84,197,530
17,192,541
314,190,552
405,190,562
321,192,570
375,194,575
291,196,578
185,219,513
40,221,518
39,223,526
37,224,537
0,219,548
267,217,559
269,210,567
270,205,573
409,200,576
78,215,514
95,215,520
88,214,524
178,212,529
87,210,537
14,207,545
317,205,554
402,203,561
318,201,566
324,199,569
308,198,574
191,215,520
80,214,524
81,213,529
82,211,536
13,208,545
312,206,553
311,204,560
310,202,565
415,200,569
