Landmark,X,Y
61,227,441
146,223,445
91,218,450
181,212,459
84,207,470
17,207,484
314,209,496
405,215,507
321,223,514
375,229,519
291,233,522
185,230,445
40,232,451
39,236,459
37,240,470
0,239,482
267,242,493
269,240,504
270,237,512
409,235,518
78,227,445
95,228,452
88,228,457
178,227,464
87,227,472
14,227,482
317,228,492
402,230,500
318,231,506
324,232,511
308,233,518
191,227,452
80,228,457
81,228,464
82,228,473
13,228,482
312,230,492
311,231,499
310,231,506
415,232,511
