Landmark,X,Y
61,167,490
146,162,497
91,155,506
181,148,519
84,145,534
17,146,549
314,150,560
405,158,568
321,167,572
375,175,574
291,181,575
185,168,498
40,168,508
39,170,520
37,173,536
0,173,550
267,178,560
269,180,567
270,180,570
409,181,573
78,166,495
95,165,504
88,164,512
178,163,523
87,163,535
14,164,547
317,167,555
402,170,561
318,173,565
324,176,568
308,179,572
191,165,504
80,164,513
81,164,524
82,164,536
13,165,548
312,168,556
311,171,561
310,173,565
415,176,568
